ID,Name,Description,Type,State,Capacity name,Capacity SKU Tier,Upgrade status
4411F57B-5BEC-48BD-847A-86BDC5CC1492,PersonalWorkspace Sindhu Naini,"",PersonalGroup,Active,"","",,
